job_id,job_difficulty,seniority_level,required_python,required_sql,required_statistics,required_ml,required_deep_learning,required_nlp,required_llm,required_experimentation,required_product_analytics
555,5,junior,0,1,0,0,1,1,1,0,1
556,3,mid,0,0,0,1,1,0,0,1,1
557,1,mid,0,1,1,1,0,0,1,0,1
558,2,mid,0,0,0,1,0,0,0,1,0
559,2,mid,0,1,0,0,1,0,1,0,0
560,2,mid,1,1,0,0,1,1,1,1,0
561,2,senior,0,1,1,0,0,0,1,0,0
562,2,mid,1,0,0,1,0,1,1,1,0
563,4,junior,0,1,1,0,0,0,1,0,0
564,4,junior,1,0,1,1,0,0,0,1,0
565,3,junior,0,0,1,0,1,0,0,0,1
566,3,senior,1,1,0,0,0,1,0,1,1
567,4,senior,1,1,1,0,0,0,0,0,1
568,4,junior,0,0,1,0,0,0,1,0,1
569,1,mid,1,1,1,1,0,1,1,1,1
570,2,junior,0,0,0,1,0,1,1,1,1
571,1,senior,0,0,0,1,0,0,1,0,1
572,2,junior,0,0,0,0,1,0,1,1,1
573,4,junior,0,0,0,0,0,0,0,1,1
574,2,senior,0,0,0,0,1,0,0,0,1
575,4,senior,1,1,0,1,1,0,0,0,1
576,2,senior,0,1,1,1,1,0,1,0,1
577,1,mid,0,0,0,0,1,1,1,1,0
578,4,junior,0,0,1,0,0,1,0,0,0
579,5,senior,0,0,1,0,1,0,0,1,1
580,5,junior,1,0,1,0,1,1,1,1,0
581,1,junior,0,1,0,0,0,0,0,1,1
582,1,junior,0,1,0,0,1,1,1,0,0
583,3,mid,0,1,0,0,0,1,1,0,1
584,1,junior,1,0,1,0,1,1,0,0,1
585,3,junior,1,1,1,1,0,1,1,0,0
586,1,junior,0,1,1,1,1,0,1,0,0
587,5,senior,0,0,0,0,0,1,1,0,1
588,1,junior,1,1,1,0,0,0,0,1,0
589,4,junior,1,1,1,0,1,0,0,1,0
590,3,mid,1,1,1,1,0,1,1,0,0
591,3,senior,1,0,1,0,0,1,0,1,0
592,4,junior,1,1,1,1,1,0,1,0,0
593,3,mid,1,1,0,0,1,0,1,1,1
594,2,senior,1,0,0,1,0,1,1,0,0
595,2,junior,0,0,0,0,1,1,0,1,1
596,3,mid,0,1,1,0,0,1,0,1,1
597,2,junior,0,1,0,1,0,1,0,1,1
598,5,junior,0,0,0,0,1,0,1,0,0
599,4,senior,1,1,1,0,0,1,0,1,1
600,5,senior,1,0,0,0,0,1,1,1,1
601,2,senior,0,0,0,1,1,1,1,0,1
602,1,junior,0,1,1,1,1,0,0,0,0
603,5,junior,1,0,0,1,0,1,0,1,1
604,2,senior,1,0,1,1,1,0,0,1,0
605,3,senior,0,0,1,0,1,1,1,0,1
606,5,junior,1,0,1,0,1,0,0,1,1
607,4,senior,1,0,1,1,0,1,0,0,0
608,4,mid,0,1,1,0,1,1,0,1,0
609,4,mid,0,0,1,1,1,1,1,0,0
610,5,mid,0,1,1,0,0,0,1,0,0
611,2,junior,0,1,0,1,1,1,1,0,0
612,5,junior,0,0,0,1,1,0,1,0,0
613,4,junior,0,0,0,0,0,0,0,1,1
614,3,junior,1,0,1,1,0,1,1,1,1
615,1,senior,0,0,1,0,1,1,1,0,1
616,3,senior,0,1,0,1,1,1,0,1,1
617,1,mid,0,1,0,0,1,1,1,1,0
618,4,mid,0,0,0,1,1,1,1,0,0
619,4,senior,0,0,0,0,0,1,0,1,0
620,4,junior,1,1,0,0,1,1,1,0,1
621,1,senior,0,1,1,0,1,0,1,0,1
622,3,junior,0,0,0,1,1,1,0,1,0
623,5,junior,1,1,1,1,1,1,1,0,0
624,1,senior,0,1,1,0,1,0,0,0,0
625,5,mid,1,1,1,1,1,0,0,1,0
626,5,junior,1,1,1,0,1,0,0,0,0
627,2,senior,0,0,0,0,0,0,0,1,0
628,2,mid,1,0,1,1,1,0,0,0,0
629,5,senior,0,0,1,1,1,1,1,1,1
630,1,junior,1,0,1,1,1,1,0,0,1
631,4,mid,0,0,0,1,1,0,0,1,1
632,4,mid,0,1,0,0,0,1,1,1,0
633,4,mid,1,1,0,1,0,0,0,1,0
634,3,junior,1,1,1,0,1,0,0,1,0
635,2,mid,1,1,0,1,0,0,0,0,0
636,4,junior,1,1,0,1,0,1,1,1,1
637,3,senior,1,0,1,1,0,1,1,1,1
638,4,junior,0,1,1,0,1,0,0,1,0
639,1,junior,1,1,0,1,1,0,1,0,0
640,1,junior,0,1,1,1,0,0,0,0,0
641,1,junior,0,0,0,1,1,1,0,1,1
642,5,senior,1,0,0,0,1,1,1,0,0
643,5,mid,1,0,1,1,1,0,0,1,1
644,4,junior,0,0,1,1,1,1,0,0,1
645,1,junior,1,0,1,1,1,1,0,0,0
646,2,mid,0,0,1,0,0,1,0,1,0
647,1,mid,1,1,0,0,0,0,1,1,1
648,3,senior,0,0,0,0,1,1,1,1,0
649,1,senior,0,0,0,0,0,1,0,0,0
650,5,senior,1,0,1,0,1,0,0,0,0
651,3,mid,1,1,1,0,0,0,0,0,0
652,3,junior,1,0,1,0,0,0,1,1,1
653,2,junior,0,0,1,1,0,0,1,1,0
654,4,junior,0,0,1,1,1,0,1,0,0
655,5,mid,1,0,1,0,0,1,0,0,0
656,4,senior,1,0,1,0,1,1,1,0,0
657,1,mid,0,1,1,0,0,0,1,1,1
658,5,junior,1,0,0,0,1,0,0,1,1
659,1,junior,0,0,0,1,0,0,0,0,0
660,3,senior,0,0,1,1,0,1,0,0,1
661,1,mid,1,0,1,0,0,1,1,1,0
662,4,senior,1,1,1,0,1,0,0,1,0
663,3,mid,1,1,0,1,1,0,1,0,1
664,3,junior,0,1,0,1,1,1,1,1,0
665,2,senior,1,1,0,0,1,1,0,1,1
666,3,junior,0,0,0,0,1,1,1,0,0
667,1,mid,1,0,1,1,0,0,0,1,0
668,2,senior,1,0,0,0,0,1,1,0,1
669,2,senior,1,0,0,0,1,0,0,0,1
670,3,senior,1,1,1,0,1,1,1,0,0
671,2,junior,0,1,0,0,1,0,1,1,1
672,3,senior,0,1,1,0,0,1,0,1,1
673,2,junior,0,1,1,1,0,0,1,0,1
674,2,mid,0,1,0,0,0,0,1,1,0
675,1,junior,1,1,1,0,0,1,1,1,1
676,1,mid,1,1,0,1,1,0,0,1,0
677,2,senior,1,0,0,1,1,0,1,0,0
678,3,junior,0,1,1,1,1,0,0,1,0
679,5,junior,1,1,1,0,0,1,1,0,0
680,3,junior,1,0,0,1,1,0,1,1,1
681,4,junior,1,1,0,1,1,1,0,1,1
682,5,junior,0,1,0,0,1,0,0,0,0
683,2,junior,0,1,1,0,0,0,1,0,1
684,3,junior,0,1,1,0,1,0,0,1,1
685,5,junior,1,0,0,0,1,0,0,0,0
686,2,junior,1,1,0,1,1,0,0,0,1
687,2,mid,0,0,1,0,1,1,1,0,1
688,1,junior,1,0,1,1,1,0,1,1,0
689,3,mid,0,0,0,0,0,1,0,0,1
690,1,senior,0,1,0,0,0,1,1,1,1
691,5,mid,1,1,0,0,0,0,0,1,1
692,2,mid,1,1,0,1,0,0,1,0,1
693,4,mid,1,0,0,0,0,0,1,1,1
694,3,mid,1,1,1,1,0,0,0,1,0
695,4,junior,1,0,1,0,1,0,0,1,1
696,1,senior,1,1,0,1,1,0,0,1,1
697,4,mid,0,1,1,1,1,1,1,0,1
698,5,mid,0,1,0,0,0,1,0,1,0
699,5,junior,0,0,1,1,1,1,1,1,0
700,1,junior,0,1,1,1,1,0,1,0,1
701,4,mid,1,0,1,1,1,1,1,1,0
702,3,junior,0,0,0,0,0,0,0,1,1
703,3,senior,1,1,1,0,1,0,0,1,1
704,4,senior,0,1,0,0,0,0,0,0,1
705,3,junior,1,1,1,1,0,0,1,1,0
706,2,senior,1,1,1,1,1,0,1,1,1
707,2,senior,0,1,1,1,1,1,0,1,0
708,3,junior,1,0,1,0,0,1,1,1,1
709,4,senior,0,0,0,1,0,1,0,1,1
710,4,mid,0,0,1,0,1,1,1,1,0
711,5,junior,1,0,0,1,0,1,0,1,1
712,4,mid,0,0,1,0,1,0,0,0,0
713,2,senior,0,0,1,0,1,1,0,0,1
714,1,senior,0,1,1,0,1,0,1,0,1
715,2,mid,1,1,1,1,1,0,0,1,0
716,4,mid,0,1,0,1,1,0,0,1,0
717,3,mid,1,0,1,0,1,1,0,0,1
718,5,senior,0,1,0,1,0,1,1,1,0
719,2,senior,0,1,1,0,1,0,0,1,0
720,1,junior,1,0,0,1,0,0,1,0,0
721,4,mid,1,0,1,0,0,0,1,1,1
722,2,senior,0,0,0,0,1,1,0,1,0
723,4,mid,0,1,0,1,0,1,1,1,0
724,5,senior,0,0,0,0,1,1,0,1,0
725,1,junior,1,0,0,0,0,1,0,0,0
726,2,senior,0,0,1,0,0,1,0,1,1
727,4,mid,1,0,0,1,0,0,0,0,1
728,1,junior,0,0,1,1,0,0,1,1,1
729,5,mid,0,1,0,0,1,1,1,0,1
730,5,junior,1,0,0,1,0,1,1,1,0
731,5,mid,0,0,1,0,0,0,0,0,1
732,4,mid,1,1,0,0,1,0,0,1,0
733,3,junior,0,0,0,0,1,0,1,1,1
734,2,mid,1,1,0,0,1,1,1,0,1
735,1,mid,0,0,1,0,0,1,1,1,1
736,5,senior,0,0,1,1,1,0,0,0,1
737,1,junior,1,1,0,1,1,1,0,0,1
738,5,senior,1,1,0,0,1,0,1,1,1
739,4,mid,0,1,1,0,1,0,0,1,0
740,3,mid,0,0,1,1,0,1,0,0,1
741,4,junior,1,0,1,1,1,0,0,0,0
742,5,mid,0,0,0,1,1,1,1,0,1
743,4,junior,1,0,0,1,0,0,1,0,0
744,3,mid,0,0,0,1,0,0,0,1,0
745,2,senior,1,0,1,1,0,1,0,1,1
746,3,junior,1,0,1,1,0,0,0,1,0
747,1,senior,1,1,1,1,1,1,0,1,1
748,2,senior,0,0,0,1,1,1,0,1,1
749,4,junior,1,1,1,1,1,1,0,0,0
750,4,senior,1,1,1,0,1,0,0,1,1
751,2,junior,1,0,1,1,1,0,1,1,0
752,1,senior,0,0,1,0,1,0,1,1,0
753,2,mid,1,0,1,1,1,0,0,1,1
754,4,senior,0,1,0,1,0,0,0,1,1
755,1,mid,0,0,0,1,0,1,0,1,1
756,5,senior,0,1,0,1,0,0,1,0,1
757,4,junior,0,1,0,0,1,1,0,0,1
758,1,mid,0,1,0,0,1,0,1,0,1
759,4,junior,0,0,0,1,1,0,0,1,1
760,2,senior,0,0,0,1,0,0,1,0,1
761,1,mid,1,1,0,0,1,1,0,1,0
762,2,senior,1,0,0,1,1,1,1,1,1
763,4,senior,0,1,0,0,0,1,1,0,1
764,1,mid,0,1,1,0,0,0,0,1,0
765,1,senior,0,0,1,0,0,0,1,0,0
766,2,mid,0,1,1,0,1,1,1,1,1
767,4,mid,1,1,0,0,0,0,1,1,1
768,3,junior,1,1,0,1,1,1,1,0,1
769,5,senior,1,0,1,0,1,0,0,1,0
770,4,senior,0,1,0,1,1,1,1,1,0
771,5,mid,1,1,0,0,0,0,0,1,0
772,5,junior,1,1,1,0,0,1,0,1,1
773,5,mid,1,1,0,0,0,1,1,0,0
774,3,senior,0,1,1,0,0,0,0,1,1
775,4,mid,0,0,0,1,1,0,0,1,0
776,2,junior,0,0,1,1,1,0,0,1,0
777,5,mid,0,1,1,1,0,0,1,1,1
778,4,mid,1,0,0,1,0,1,0,0,0
779,1,mid,0,0,1,1,0,1,0,1,0
780,1,junior,1,0,1,0,0,0,1,1,1
781,4,senior,0,0,0,1,1,0,0,0,0
782,4,senior,0,1,1,0,0,0,1,0,0
783,5,junior,0,0,0,1,1,0,1,0,1
784,2,junior,1,1,1,0,0,1,0,0,1
785,2,mid,0,1,0,1,0,0,0,1,0
786,5,junior,1,1,0,1,0,1,1,0,1
787,5,junior,0,1,0,1,0,1,1,1,0
788,2,senior,0,0,1,0,1,0,1,0,1
789,5,senior,1,1,0,0,0,1,1,0,1
790,2,junior,0,1,0,0,1,0,1,0,1
791,5,senior,0,1,0,1,1,0,1,0,0
792,5,mid,0,0,1,1,1,1,1,1,1
793,4,junior,1,0,0,1,1,1,1,0,0
794,2,senior,1,1,1,0,0,1,1,1,0
795,4,junior,1,0,0,0,0,1,1,0,0
796,5,junior,0,1,1,1,1,0,1,1,1
797,5,junior,1,0,0,0,1,0,0,1,0
798,1,senior,0,1,0,0,0,1,1,1,1
799,5,senior,1,1,0,1,1,0,1,1,0
800,5,senior,1,1,0,0,1,0,1,1,0
801,2,mid,0,0,1,0,1,0,1,1,1
802,5,senior,1,1,1,0,1,0,0,1,1
803,4,junior,0,0,0,1,1,1,0,1,1
804,3,junior,0,0,1,1,1,0,0,1,1
805,5,junior,1,1,1,1,1,0,1,1,1
806,5,mid,1,1,1,0,0,0,1,0,0
807,1,senior,1,0,0,1,0,1,1,0,1
808,5,junior,0,0,1,1,0,0,0,1,0
809,4,mid,0,1,0,1,1,1,1,1,0
810,5,junior,0,0,0,0,1,1,1,1,0
811,5,junior,0,1,0,0,1,1,0,1,1
812,1,mid,0,0,0,0,0,0,0,1,0
813,5,senior,0,0,0,0,0,0,1,0,0
814,1,senior,1,1,1,0,1,0,0,1,0
815,2,mid,1,1,1,0,0,0,0,0,0
816,3,mid,0,1,1,1,1,0,1,0,0
817,4,junior,0,0,0,1,1,0,1,1,0
818,5,junior,0,0,1,0,1,1,0,1,0
819,5,mid,1,1,1,1,0,1,1,1,0
820,3,junior,1,0,1,0,1,1,1,0,1
821,4,junior,1,1,0,0,0,0,1,1,0
822,3,senior,0,0,0,0,1,1,0,0,0
823,1,mid,0,0,0,1,1,0,1,0,1
824,2,senior,1,1,0,1,0,0,1,0,0
825,1,senior,0,0,0,0,1,1,0,1,1
826,4,senior,1,1,1,1,0,0,1,0,0
827,5,senior,1,0,0,0,1,0,1,0,0
828,5,mid,0,1,1,0,1,1,1,1,1
829,2,junior,1,1,1,0,1,1,0,1,0
830,5,mid,0,1,1,1,1,0,1,1,0
831,1,junior,0,0,1,0,0,1,1,0,0
832,1,junior,0,1,0,1,0,0,0,1,1
833,4,mid,0,1,1,0,0,0,0,1,1
834,2,junior,0,1,0,0,1,1,1,1,1
835,2,junior,1,1,0,1,0,1,1,1,1
836,1,junior,0,1,0,1,1,0,0,1,0
837,1,mid,0,1,0,1,1,0,0,0,1
838,2,junior,0,1,1,0,1,1,1,1,1
839,4,mid,0,0,0,1,1,1,1,1,1
840,1,junior,0,0,1,1,0,0,1,1,1
841,5,junior,1,0,1,0,1,0,0,0,0
842,1,junior,1,0,1,1,0,0,1,1,1
843,5,mid,1,0,0,0,1,1,0,1,1
844,4,senior,0,0,0,0,1,0,1,1,1
845,3,mid,1,0,1,0,0,1,0,1,1
846,2,senior,0,1,1,0,1,0,1,1,1
847,5,junior,0,1,1,1,1,0,1,0,1
848,2,junior,0,0,1,0,0,1,0,1,0
849,1,mid,1,0,0,1,0,0,1,1,0
850,4,senior,0,0,0,0,0,1,1,0,1
851,5,mid,0,1,1,1,1,1,0,1,0
852,3,mid,1,1,1,1,0,1,1,1,1
853,4,mid,1,0,0,1,0,1,1,0,0
854,2,senior,0,0,0,0,1,1,0,0,1
855,5,senior,1,0,0,1,0,0,1,0,1
856,1,senior,1,1,1,1,0,1,0,0,1
857,4,mid,0,0,0,0,1,0,1,0,0
858,1,junior,1,0,1,0,0,1,0,1,1
859,2,mid,1,0,0,0,0,1,0,0,1
860,5,mid,0,1,1,0,0,1,0,0,0
861,5,junior,0,0,0,1,1,0,1,0,0
862,3,junior,0,1,1,0,1,1,1,0,1
863,3,senior,0,0,0,0,1,0,1,1,0
864,3,mid,1,1,0,0,1,0,1,0,0
865,3,junior,1,0,0,0,1,1,1,1,1
866,3,mid,1,0,0,0,0,0,1,0,0
867,3,senior,1,1,1,0,0,1,0,1,0
868,4,junior,0,1,0,0,1,0,0,0,0
869,3,junior,0,1,0,0,1,0,1,0,1
870,5,mid,1,1,1,1,0,0,1,1,0
871,5,mid,1,1,0,0,0,0,0,0,1
872,2,junior,1,0,0,1,0,0,0,1,0
873,5,junior,1,0,0,1,1,1,1,1,0
874,1,senior,0,0,0,0,1,0,0,1,0
875,5,senior,1,0,1,0,0,1,0,1,1
876,3,mid,1,0,0,0,0,1,0,1,1
877,2,mid,1,0,1,0,1,1,0,1,1
878,4,senior,1,1,0,1,1,0,0,1,1
879,2,junior,0,1,0,1,1,0,0,1,0
880,3,junior,1,1,0,1,1,0,0,0,0
881,4,mid,1,0,1,0,0,0,0,1,0
882,2,mid,0,1,0,0,0,1,1,1,1
883,1,mid,1,0,1,1,0,1,1,1,1
884,3,mid,1,0,1,1,1,0,1,1,0
885,4,mid,1,0,1,1,1,0,1,0,1
886,4,mid,1,0,1,1,1,1,1,1,1
887,1,junior,0,0,0,1,0,0,0,1,0
888,3,junior,1,1,0,0,1,1,1,0,0
889,5,junior,1,1,1,0,1,1,0,0,1
890,5,mid,0,1,0,0,0,0,0,1,0
891,4,junior,0,1,0,0,1,1,1,1,1
892,3,senior,0,0,1,1,1,0,1,1,0
893,2,junior,1,0,0,1,0,1,1,0,1
894,3,mid,1,0,1,1,0,1,1,1,1
895,4,junior,1,0,0,1,1,0,1,0,0
896,1,mid,1,1,1,1,0,0,0,0,0
897,1,senior,1,0,0,0,0,0,1,1,0
898,3,junior,1,0,1,0,1,0,0,1,0
899,5,senior,0,0,0,1,0,1,0,1,0
900,1,senior,0,0,0,0,1,1,0,1,0
901,1,junior,1,1,0,1,1,0,1,1,1
902,1,senior,0,1,1,1,0,1,1,0,0
903,2,mid,0,0,0,1,1,1,0,0,0
904,5,mid,0,1,0,1,1,1,0,1,1
905,2,junior,0,0,0,1,1,0,1,0,0
906,5,junior,0,1,1,1,1,1,0,1,0
907,1,mid,1,1,0,0,0,1,1,0,1
908,3,senior,0,1,0,0,0,0,0,0,1
909,2,mid,0,1,1,0,0,0,0,1,1
910,2,mid,0,0,0,1,1,0,0,1,0
911,2,mid,1,0,1,1,0,1,0,1,0
912,2,mid,0,0,0,1,0,0,0,1,0
913,5,junior,1,1,1,1,0,0,1,1,1
914,4,senior,1,1,0,1,1,1,1,0,1
915,3,senior,0,1,0,1,0,0,1,0,0
916,1,senior,0,0,1,0,0,0,0,0,0
917,4,mid,1,0,0,0,1,1,0,1,1
918,4,mid,1,0,1,1,0,0,1,0,0
919,2,senior,0,1,1,0,0,0,0,1,1
920,3,junior,1,0,0,1,1,1,1,0,1
921,2,mid,1,0,1,1,1,0,1,0,1
922,5,mid,1,0,0,0,1,1,1,1,1
923,5,junior,1,1,1,1,1,0,1,1,0
924,4,junior,0,0,1,0,0,1,0,1,0
925,2,senior,1,1,1,1,1,0,1,1,1
926,2,junior,0,1,0,0,1,0,1,0,1
927,2,junior,1,0,1,0,0,0,0,0,1
928,4,junior,1,1,0,0,1,0,0,0,1
929,1,junior,1,1,1,1,1,1,1,0,0
930,1,junior,0,1,0,1,1,1,1,1,0
931,1,junior,1,0,1,0,1,1,1,1,0
932,1,mid,0,0,1,0,1,0,1,1,0
933,5,senior,1,1,1,0,1,0,0,1,0
934,4,senior,1,0,1,1,0,0,1,1,1
935,2,senior,0,1,1,1,0,0,1,0,0
936,4,junior,1,0,1,1,0,1,0,1,1
937,5,junior,1,1,0,1,1,1,0,1,0
938,2,senior,1,1,0,1,1,1,0,0,1
939,3,mid,1,1,0,1,0,1,1,1,1
940,4,mid,0,0,0,1,1,0,0,1,0
941,1,senior,1,0,1,0,1,1,1,1,1
942,5,junior,1,0,0,1,1,1,0,0,1
943,2,junior,0,0,1,1,0,0,0,0,0
944,2,senior,0,0,0,0,0,1,0,1,0
945,1,mid,1,0,1,0,1,0,0,1,1
946,3,mid,1,1,1,1,0,0,1,0,0
947,2,junior,0,1,0,1,0,0,1,0,0
948,1,junior,1,1,0,0,1,0,1,1,0
949,3,senior,0,0,0,1,0,1,1,0,0
950,2,mid,0,1,1,0,0,1,0,1,0
951,5,senior,0,1,1,0,0,0,1,1,0
952,2,mid,1,1,1,0,1,1,1,1,1
953,1,senior,1,0,0,1,0,1,0,0,1
954,3,mid,0,0,1,0,1,1,1,0,0
955,2,mid,1,0,1,0,1,0,1,1,0
956,5,mid,0,1,0,1,1,1,0,0,0
957,1,mid,1,0,0,0,1,0,0,1,0
958,1,senior,1,1,1,1,0,1,0,0,1
959,3,mid,0,1,0,0,1,0,1,1,1
960,2,mid,1,1,0,1,1,1,0,0,1
961,5,mid,0,1,1,0,0,1,0,1,0
962,1,senior,0,0,0,0,0,1,1,0,1
963,4,junior,1,1,1,1,1,1,0,0,0
964,1,mid,0,1,1,0,1,0,1,0,1
965,3,mid,0,0,1,1,0,1,1,0,0
966,3,mid,1,0,0,0,1,0,0,1,0
967,5,junior,1,1,1,0,0,1,1,0,1
968,2,junior,0,1,1,0,1,0,0,1,1
969,4,mid,0,1,0,1,1,0,1,0,1
970,5,mid,1,1,1,0,0,0,1,0,0
971,3,mid,1,0,0,0,1,1,1,1,0
972,3,junior,1,1,1,1,0,1,1,1,0
973,2,mid,1,1,0,1,0,0,1,1,0
974,2,junior,1,0,1,1,1,0,0,1,0
975,4,mid,0,1,0,1,1,0,0,1,0
976,3,mid,1,0,0,1,1,0,1,1,1
977,1,mid,0,0,0,1,1,1,0,1,0
978,2,mid,0,0,1,0,1,0,1,0,1
979,1,mid,0,1,1,0,0,1,1,0,1
980,5,junior,0,0,1,0,1,0,1,0,1
981,1,mid,0,0,0,1,1,1,1,1,1
982,1,mid,1,1,0,1,0,1,0,1,0
983,4,mid,1,0,0,0,1,1,0,0,1
984,4,junior,1,1,1,1,1,1,1,1,0
985,4,senior,0,0,1,1,1,1,1,1,1
986,1,mid,0,0,1,0,0,0,1,1,1
987,3,mid,1,1,0,1,1,0,1,1,0
988,3,senior,1,1,1,0,0,0,1,0,0
989,3,senior,0,0,0,0,1,0,1,0,1
990,3,mid,1,1,0,1,0,0,1,1,1
991,5,senior,0,0,0,0,1,0,1,1,0
992,1,senior,0,0,1,0,1,1,1,0,0
993,4,mid,1,1,0,0,1,0,1,1,0
994,4,mid,0,1,1,0,1,1,0,1,1
995,1,senior,1,0,1,1,0,0,1,1,1
996,3,senior,1,1,0,0,1,1,1,0,1
997,3,junior,0,0,1,0,0,1,1,1,1
998,4,senior,0,0,1,0,0,1,0,1,1
999,2,mid,0,1,1,1,1,1,0,0,1
1000,2,junior,0,1,0,0,0,0,1,0,0
1001,3,junior,0,1,1,1,0,1,0,0,1
1002,3,junior,1,0,1,0,0,0,0,1,0
1003,4,junior,1,0,1,1,0,0,1,0,0
1004,1,junior,0,1,0,0,1,1,1,1,1
1005,3,mid,0,1,1,1,1,1,0,1,1
1006,4,mid,1,1,1,0,1,1,0,1,0
1007,1,mid,1,0,1,1,1,1,0,1,0
1008,1,junior,0,1,1,0,0,1,0,1,0
1009,3,junior,1,1,0,1,1,1,1,1,1
1010,3,junior,0,0,1,1,0,1,1,1,0
1011,3,junior,1,0,1,0,1,1,0,0,1
1012,4,mid,1,0,0,0,1,1,1,0,1
1013,2,senior,1,1,0,0,0,0,1,1,0
1014,3,senior,1,1,1,0,1,0,0,1,1
1015,4,junior,0,0,1,1,0,1,1,1,1
1016,5,mid,1,1,0,0,1,1,1,0,0
1017,4,junior,1,1,1,1,1,0,1,0,1
1018,5,junior,0,1,0,1,1,1,0,1,0
1019,5,mid,1,1,0,0,1,1,1,1,0
1020,4,senior,1,0,1,1,1,1,1,0,1
1021,5,junior,1,0,1,1,0,0,1,1,0
1022,1,mid,0,1,1,1,0,1,1,1,0
1023,2,junior,0,0,1,0,1,0,0,0,1
1024,1,mid,1,1,0,0,0,1,1,1,0
1025,4,mid,0,1,1,0,1,1,0,0,1
1026,2,mid,0,0,1,1,0,0,1,1,0
1027,2,mid,0,0,0,1,0,1,1,0,0
1028,2,senior,1,1,0,0,1,1,1,0,1
1029,2,senior,0,0,0,1,0,1,1,0,1
1030,4,junior,1,1,1,0,0,1,1,0,1
1031,5,junior,1,0,0,0,0,0,1,1,1
1032,5,junior,1,1,1,1,0,0,1,1,1
1033,2,junior,0,0,1,1,1,1,1,0,0
1034,4,senior,0,1,0,1,1,1,0,0,1
1035,4,junior,0,0,0,1,0,0,1,1,0
1036,5,junior,0,1,1,1,1,0,0,0,1
1037,2,junior,0,0,0,0,0,0,1,0,0
1038,4,junior,0,1,1,1,1,0,0,0,1
1039,4,junior,1,1,1,1,0,0,0,1,0
1040,3,mid,1,1,0,1,0,1,1,1,1
1041,4,mid,1,0,0,0,0,0,0,1,0
1042,1,mid,1,1,0,0,1,0,1,0,1
1043,2,senior,1,0,1,0,1,0,1,1,0
1044,5,mid,1,1,1,0,1,1,1,1,0
1045,5,senior,0,1,0,1,1,1,1,1,0
1046,4,senior,0,0,1,1,0,1,0,1,0
1047,4,senior,0,0,1,1,1,0,0,0,0
1048,1,junior,0,0,1,0,0,0,1,0,0
1049,3,mid,1,1,1,0,1,1,0,1,0
1050,1,mid,1,1,1,1,0,1,1,0,1
1051,4,mid,0,1,1,0,0,1,0,0,0
1052,3,mid,1,1,0,1,0,0,1,1,1
1053,3,junior,1,1,1,1,1,0,0,0,1
1054,2,mid,1,1,0,0,0,0,1,1,1
1055,2,mid,1,0,0,1,0,1,1,0,1
1056,3,junior,1,1,1,0,1,1,1,0,1
1057,5,mid,0,1,1,0,0,0,0,1,0
1058,4,mid,0,1,1,1,1,0,1,0,0
1059,1,senior,1,1,0,0,0,1,0,1,1
1060,2,junior,0,1,0,0,1,1,0,0,0
1061,3,mid,1,1,1,1,1,1,0,1,1
1062,2,junior,0,1,0,1,0,0,0,1,0
1063,5,junior,1,1,0,0,1,0,0,0,0
1064,1,junior,1,0,1,1,1,0,1,0,0
1065,5,senior,1,1,0,0,0,0,0,1,1
1066,3,senior,1,0,0,0,0,1,0,0,0
1067,2,junior,0,1,1,0,0,1,0,0,1
1068,2,senior,1,1,1,0,1,1,1,0,1
1069,2,mid,0,1,0,1,1,1,0,0,0
1070,1,junior,0,0,0,0,0,0,1,0,1
1071,1,senior,0,0,1,0,1,0,1,1,0
1072,2,senior,0,1,1,0,1,0,1,1,0
1073,5,mid,0,0,1,1,1,0,1,0,0
1074,1,junior,1,1,0,0,1,0,1,1,1
1075,1,mid,1,1,0,1,1,1,0,1,1
1076,4,senior,0,0,1,1,0,0,0,1,1
1077,1,junior,0,1,1,0,0,1,0,0,0
1078,3,senior,1,0,1,1,1,0,1,0,0
1079,2,junior,0,0,0,1,1,1,0,0,0
1080,2,mid,0,1,0,1,1,1,0,1,1
1081,5,mid,0,1,0,0,1,0,1,0,1
1082,5,mid,1,1,0,0,0,1,0,1,0
1083,3,junior,0,0,1,1,1,0,0,1,1
1084,5,mid,1,0,0,0,0,0,0,0,1
1085,2,mid,0,0,1,0,0,0,1,0,1
1086,3,junior,1,1,0,1,1,0,1,1,1
1087,2,junior,0,1,0,0,0,1,1,1,1
1088,4,junior,0,0,1,0,1,1,0,0,0
1089,1,senior,0,1,1,0,0,1,0,1,1
1090,5,junior,1,1,0,0,0,0,1,1,0
1091,2,junior,0,0,0,1,1,0,0,1,0
1092,2,senior,1,0,1,1,1,0,1,0,1
1093,4,mid,0,0,0,1,1,0,1,1,1
1094,4,senior,0,1,1,0,1,1,1,0,1
1095,2,junior,1,1,0,1,1,0,0,0,1
1096,3,mid,1,0,1,0,0,0,1,0,1
1097,3,junior,0,1,1,1,1,1,0,1,1
1098,1,senior,1,0,0,1,0,1,1,1,1
1099,1,senior,1,0,1,1,0,1,0,0,0
1100,1,mid,0,1,1,0,0,0,0,0,0
1101,1,senior,1,0,1,1,1,1,0,0,0
1102,4,junior,1,0,1,0,0,0,1,0,0
1103,2,mid,1,1,0,0,1,0,1,0,1
1104,2,junior,1,0,1,0,0,1,0,0,0
1105,5,mid,1,1,0,1,0,1,0,0,1
1106,5,mid,0,1,0,0,0,0,0,0,0
