candidate_id,years_experience,seniority_level,skill_python,skill_sql,skill_statistics,skill_ml,skill_deep_learning,skill_nlp,skill_llm,skill_experimentation,skill_product_analytics
5798,6,mid,1,0,1,0,1,0,1,1,1
5799,6,mid,1,1,1,1,1,1,0,1,1
5800,4,mid,1,1,1,1,1,0,1,1,1
5801,1,junior,1,1,0,1,0,1,0,1,1
5802,4,mid,1,1,1,1,1,0,0,1,0
5803,4,mid,1,0,1,1,1,0,1,1,0
5804,10,senior,1,1,1,1,0,0,0,1,1
5805,3,mid,1,1,1,1,0,0,0,0,1
5806,1,junior,1,1,0,1,0,1,1,1,1
5807,4,mid,1,1,0,1,0,1,0,1,1
5808,10,senior,0,0,1,0,0,0,0,1,1
5809,5,mid,1,1,1,0,1,0,1,1,1
5810,4,mid,1,1,0,1,1,1,1,1,1
5811,7,senior,1,1,1,1,0,0,1,1,1
5812,7,senior,0,1,1,0,0,1,0,0,0
5813,3,mid,0,1,1,1,0,1,0,1,0
5814,10,senior,1,1,0,1,0,1,0,1,0
5815,6,mid,1,1,1,1,0,1,0,1,0
5816,0,junior,0,1,1,1,0,0,1,1,1
5817,4,mid,1,1,1,0,0,1,0,0,1
5818,10,senior,1,1,0,0,1,0,0,0,1
5819,4,mid,1,1,1,0,0,0,0,1,1
5820,6,mid,1,1,0,0,1,0,0,1,1
5821,6,mid,1,0,0,1,0,1,0,1,0
5822,7,senior,1,1,1,1,0,1,0,1,1
5823,9,senior,1,1,1,1,1,1,0,1,1
5824,1,junior,1,1,1,1,1,0,1,1,0
5825,5,mid,0,1,1,1,1,1,0,1,0
5826,5,mid,1,0,0,1,0,1,0,1,0
5827,1,junior,1,1,0,0,1,0,0,1,1
5828,7,senior,1,1,1,1,0,1,1,0,0
5829,1,junior,1,1,0,1,1,0,0,1,1
5830,5,mid,1,1,1,1,1,0,0,1,1
5831,3,mid,1,0,1,1,0,0,0,1,1
5832,1,junior,1,1,1,1,1,0,0,1,1
5833,9,senior,1,1,1,0,1,1,0,1,1
5834,2,junior,1,1,1,1,0,1,0,1,1
5835,2,junior,1,1,1,0,0,0,1,1,0
5836,9,senior,1,1,0,1,0,1,1,0,1
5837,9,senior,1,1,1,1,0,0,0,0,1
5838,0,junior,0,1,1,0,1,0,1,0,1
5839,3,mid,1,1,1,1,0,0,1,1,1
5840,7,senior,0,1,1,1,0,1,0,0,0
5841,8,senior,1,1,0,1,0,1,0,1,1
5842,10,senior,1,1,1,1,1,0,0,1,1
5843,6,mid,1,1,1,1,0,0,1,1,1
5844,0,junior,1,1,0,1,0,1,0,0,0
5845,9,senior,1,1,1,1,0,0,1,0,1
5846,1,junior,1,1,0,1,1,0,1,1,1
5847,1,junior,1,0,1,1,0,1,0,1,1
5848,7,senior,1,1,1,1,1,1,1,1,0
5849,6,mid,1,1,1,1,1,1,1,0,1
5850,0,junior,1,1,0,1,0,1,0,1,1
5851,1,junior,1,0,1,1,0,0,1,0,0
5852,6,mid,1,1,1,1,0,0,0,1,1
5853,2,junior,1,1,0,1,0,0,0,0,0
5854,7,senior,1,1,0,1,0,0,0,0,1
5855,4,mid,1,1,1,0,0,0,0,1,1
5856,6,mid,1,1,1,1,0,1,0,1,1
5857,5,mid,1,1,1,1,0,1,0,1,1
5858,4,mid,1,1,0,1,0,1,1,1,1
5859,3,mid,1,1,1,1,0,1,0,0,1
5860,7,senior,1,0,0,1,0,0,0,0,1
5861,5,mid,1,1,0,0,0,0,0,1,1
5862,6,mid,1,0,0,1,0,1,1,1,0
5863,6,mid,1,1,1,0,0,0,0,1,1
5864,2,junior,1,1,1,0,1,0,1,1,1
5865,10,senior,1,1,1,1,0,0,0,0,1
5866,6,mid,1,1,0,0,0,0,1,0,1
5867,7,senior,1,1,0,0,1,0,0,1,1
5868,9,senior,1,1,1,1,0,0,0,1,1
5869,10,senior,1,1,0,1,1,0,0,0,1
5870,7,senior,1,1,0,1,0,0,0,1,0
5871,8,senior,1,1,1,0,1,0,0,1,0
5872,5,mid,1,1,1,0,1,0,0,1,1
5873,8,senior,1,1,0,0,0,0,0,1,1
5874,3,mid,1,1,1,0,0,1,1,1,0
5875,7,senior,1,1,0,1,0,1,0,1,1
5876,0,junior,1,1,1,0,1,1,0,1,1
5877,10,senior,1,1,1,0,0,1,1,0,1
5878,2,junior,1,1,0,1,0,0,0,1,1
5879,7,senior,1,1,1,1,0,0,0,1,1
5880,0,junior,1,1,1,1,0,1,0,1,0
5881,1,junior,1,1,1,1,0,1,1,0,1
5882,10,senior,0,1,1,1,0,0,1,1,1
5883,9,senior,0,1,1,1,0,0,0,1,0
5884,2,junior,1,1,0,1,0,0,1,1,1
5885,1,junior,1,1,1,1,0,1,0,1,1
5886,8,senior,1,0,1,1,0,0,0,1,1
5887,10,senior,1,1,1,1,0,1,0,0,1
5888,1,junior,1,1,1,1,1,1,0,0,0
5889,7,senior,1,1,1,1,0,0,1,0,1
5890,3,mid,1,1,0,1,1,1,0,1,1
5891,8,senior,1,1,1,0,0,1,0,1,1
5892,4,mid,1,1,1,1,1,0,0,0,1
5893,1,junior,1,1,1,1,1,0,1,1,1
5894,3,mid,0,0,0,1,1,0,0,1,1
5895,5,mid,1,1,0,1,1,0,0,1,1
5896,8,senior,1,1,1,1,0,1,1,0,1
5897,0,junior,1,1,0,1,0,0,0,1,0
5898,10,senior,1,1,0,0,1,1,1,0,1
5899,7,senior,1,1,1,0,1,1,0,1,0
5900,9,senior,1,0,0,0,0,1,0,1,1
5901,10,senior,1,1,0,1,0,1,1,0,0
5902,1,junior,0,1,1,1,0,0,0,0,1
5903,1,junior,1,1,1,0,0,1,0,1,1
5904,8,senior,1,1,0,1,1,1,0,1,1
5905,2,junior,1,1,1,1,1,1,0,0,1
5906,1,junior,1,1,0,0,0,0,0,1,1
5907,5,mid,1,1,1,1,1,1,0,0,1
5908,10,senior,1,1,1,1,0,1,1,1,1
5909,8,senior,1,1,1,1,0,1,0,0,0
5910,5,mid,1,0,1,1,0,0,0,1,0
5911,2,junior,1,1,0,1,1,1,0,1,1
5912,3,mid,0,1,1,1,0,0,0,0,1
5913,7,senior,1,1,1,1,1,1,1,1,1
5914,1,junior,1,1,1,1,1,0,0,0,0
5915,5,mid,0,1,1,1,1,0,1,1,1
5916,0,junior,1,1,1,1,0,0,0,0,0
5917,3,mid,1,1,1,1,0,0,0,1,1
5918,2,junior,1,1,1,1,1,1,0,1,1
5919,7,senior,1,1,0,1,0,1,1,1,1
5920,10,senior,0,0,0,1,0,1,0,1,1
5921,1,junior,1,1,0,1,1,0,1,1,1
5922,8,senior,0,1,1,0,0,0,0,1,0
5923,7,senior,0,1,1,1,1,0,0,0,0
5924,10,senior,1,1,1,1,0,1,1,0,1
5925,10,senior,1,0,1,1,1,0,0,1,1
5926,1,junior,0,1,1,0,0,0,0,1,1
5927,8,senior,1,0,1,1,1,0,0,1,1
5928,6,mid,1,1,0,1,1,1,1,1,0
5929,1,junior,1,1,0,1,1,1,0,1,0
5930,2,junior,1,1,1,0,1,1,0,1,1
5931,10,senior,1,1,1,0,0,0,0,0,1
5932,5,mid,1,1,0,0,1,1,1,1,1
5933,3,mid,1,0,1,1,0,1,0,1,1
5934,3,mid,1,1,1,1,1,1,1,0,1
5935,9,senior,1,1,1,1,1,0,0,1,0
5936,3,mid,1,1,0,1,1,0,1,0,1
5937,1,junior,1,1,1,1,1,1,0,1,0
5938,6,mid,1,0,1,1,1,1,1,0,1
5939,10,senior,1,0,1,1,1,1,0,1,1
5940,2,junior,1,1,1,1,1,1,0,0,1
5941,2,junior,1,1,1,1,1,0,1,1,1
5942,5,mid,1,0,1,1,0,1,0,1,0
5943,2,junior,1,1,1,1,0,0,0,1,1
5944,7,senior,1,1,1,1,1,0,0,0,0
5945,2,junior,1,1,1,1,0,0,0,1,1
5946,1,junior,1,1,1,1,0,1,0,1,0
5947,2,junior,1,1,1,0,0,1,0,0,0
5948,10,senior,1,1,0,1,1,0,0,1,0
5949,10,senior,1,1,0,1,0,0,0,0,1
5950,5,mid,1,1,1,1,0,0,1,0,1
5951,4,mid,1,0,1,0,0,1,0,1,1
5952,9,senior,1,1,0,1,0,0,0,1,1
5953,2,junior,1,1,0,1,0,0,1,0,0
5954,7,senior,1,1,1,1,0,0,0,1,0
5955,7,senior,1,1,1,1,0,0,1,0,1
5956,7,senior,1,1,1,0,1,1,1,1,1
5957,2,junior,1,1,1,1,1,0,1,1,1
5958,7,senior,1,1,1,1,0,0,0,1,1
5959,6,mid,1,1,1,1,0,0,1,1,1
5960,9,senior,0,0,0,1,0,0,0,1,1
5961,1,junior,1,1,0,1,0,0,0,1,1
5962,6,mid,1,0,1,1,1,0,0,1,0
5963,9,senior,1,0,1,1,0,1,0,1,0
5964,3,mid,0,1,1,1,0,0,0,1,0
5965,8,senior,1,1,0,1,0,0,1,1,1
5966,1,junior,1,1,1,1,1,1,0,1,1
5967,7,senior,1,1,1,0,0,1,0,1,1
5968,6,mid,1,1,1,0,0,1,0,0,0
5969,2,junior,1,1,1,1,1,1,0,1,1
5970,0,junior,1,1,1,1,0,1,0,0,1
5971,8,senior,1,1,1,1,1,1,1,1,1
5972,2,junior,1,0,0,1,0,1,0,1,1
5973,5,mid,0,1,1,0,1,0,1,1,0
5974,0,junior,1,1,1,1,1,0,0,0,0
5975,10,senior,1,1,1,1,1,0,1,1,0
5976,6,mid,1,1,1,0,0,0,0,1,0
5977,10,senior,1,1,0,1,1,1,1,1,1
5978,1,junior,1,1,1,1,0,1,0,0,1
5979,2,junior,1,1,1,0,0,0,0,1,1
5980,6,mid,1,1,0,1,0,0,0,1,0
5981,6,mid,1,1,1,1,1,1,0,1,1
5982,8,senior,1,1,1,1,0,0,0,1,1
5983,10,senior,1,1,1,0,0,1,0,1,1
5984,9,senior,1,1,0,1,1,0,0,0,1
5985,1,junior,1,1,0,1,0,0,0,1,1
5986,3,mid,0,0,1,1,1,1,0,1,1
5987,10,senior,0,1,1,0,0,0,0,1,1
5988,6,mid,1,1,1,1,1,0,0,1,1
5989,9,senior,1,1,1,1,1,0,0,1,1
5990,6,mid,1,1,1,1,1,0,1,1,1
5991,0,junior,1,1,1,0,0,0,0,1,0
5992,5,mid,1,1,0,1,1,0,1,1,0
5993,9,senior,1,1,1,1,0,0,0,1,1
5994,7,senior,0,1,1,0,0,0,0,1,1
5995,1,junior,1,1,1,0,0,1,0,1,1
5996,2,junior,0,1,1,1,0,1,0,1,1
5997,9,senior,1,0,0,0,1,0,0,1,0
5998,10,senior,0,1,1,1,1,1,1,0,0
5999,8,senior,0,1,0,1,0,0,0,1,1
6000,1,junior,1,1,1,0,0,1,0,0,0
6001,6,mid,1,1,1,1,0,1,1,1,1
6002,9,senior,0,1,1,1,0,1,1,0,1
6003,7,senior,1,1,1,1,0,1,0,0,0
6004,6,mid,0,0,0,0,0,0,1,1,1
6005,5,mid,0,1,1,1,1,1,1,0,1
6006,2,junior,1,1,1,0,0,0,0,1,1
6007,3,mid,0,1,1,0,1,1,0,0,1
6008,8,senior,1,1,1,0,0,0,0,1,1
6009,0,junior,0,0,0,1,1,0,0,1,1
6010,0,junior,1,1,1,0,1,1,1,1,1
6011,4,mid,0,1,0,1,0,0,1,0,1
6012,8,senior,1,0,1,1,0,1,1,0,1
6013,7,senior,1,1,1,1,0,0,0,1,0
6014,6,mid,1,1,1,1,1,0,0,1,0
6015,5,mid,1,1,0,0,1,0,1,1,1
6016,1,junior,1,1,1,1,1,0,0,1,0
6017,3,mid,1,1,1,1,0,0,0,1,1
6018,0,junior,1,1,1,1,0,1,0,1,0
6019,8,senior,1,1,0,1,1,0,1,1,1
6020,8,senior,1,1,1,1,0,1,0,1,1
6021,2,junior,1,1,1,1,0,0,1,1,0
6022,3,mid,1,1,1,0,0,0,0,1,1
6023,3,mid,0,1,0,0,0,1,0,1,1
6024,9,senior,0,1,1,0,0,0,0,0,1
6025,5,mid,0,0,1,0,0,1,0,1,1
6026,8,senior,1,1,1,1,0,0,0,0,1
6027,4,mid,1,1,0,0,0,0,0,1,1
6028,7,senior,0,1,1,1,0,0,1,1,1
6029,5,mid,0,0,1,1,0,1,0,0,1
6030,3,mid,1,1,1,1,0,0,1,1,1
6031,9,senior,1,0,1,1,0,0,0,1,1
6032,7,senior,1,1,1,1,1,1,0,1,1
6033,8,senior,1,0,0,1,0,0,0,1,1
6034,10,senior,1,1,0,1,0,1,0,0,0
6035,2,junior,1,0,1,1,1,1,0,1,1
6036,1,junior,1,1,1,1,0,1,0,0,1
6037,6,mid,1,1,1,0,0,1,0,1,1
6038,3,mid,1,1,1,1,1,1,0,1,0
6039,4,mid,1,1,1,1,0,0,0,0,0
6040,2,junior,1,1,0,0,0,0,1,0,0
6041,4,mid,0,1,1,1,0,0,0,1,1
6042,4,mid,1,0,1,1,1,1,0,1,1
6043,3,mid,1,1,1,1,0,1,0,0,1
6044,8,senior,0,0,1,1,0,1,0,1,1
6045,6,mid,0,0,1,1,1,1,0,0,0
6046,5,mid,1,1,0,0,0,0,0,0,1
6047,1,junior,1,1,0,1,0,0,0,1,1
6048,6,mid,1,1,1,1,1,0,0,0,1
6049,1,junior,1,1,0,1,0,0,0,0,1
6050,3,mid,0,1,1,1,1,1,1,1,1
6051,4,mid,1,0,1,1,1,0,0,1,1
6052,1,junior,1,0,1,1,0,1,1,0,1
6053,4,mid,0,1,1,1,0,0,0,1,1
6054,2,junior,1,1,0,0,0,1,0,0,1
6055,9,senior,1,0,0,1,1,0,0,1,0
6056,9,senior,1,0,0,0,0,1,0,1,1
6057,0,junior,1,1,0,1,1,0,0,0,0
6058,6,mid,1,0,1,1,0,0,1,1,1
6059,7,senior,1,1,0,1,1,0,0,1,1
6060,4,mid,1,0,1,1,0,0,0,1,0
6061,5,mid,1,1,1,0,0,0,0,1,1
6062,8,senior,1,1,1,1,0,1,0,0,1
6063,4,mid,1,1,1,0,0,0,0,1,1
6064,0,junior,1,1,1,1,0,0,0,0,1
6065,4,mid,1,1,0,1,0,0,1,1,1
6066,2,junior,1,1,1,1,0,1,1,1,0
6067,4,mid,1,1,1,1,0,0,0,1,1
6068,2,junior,1,1,0,1,0,1,0,0,1
6069,1,junior,1,1,0,1,1,0,0,1,0
6070,10,senior,1,1,0,0,1,1,0,1,1
6071,1,junior,1,0,1,1,1,0,0,1,0
6072,7,senior,1,1,1,1,1,0,0,1,1
6073,7,senior,1,1,1,0,0,1,1,1,0
6074,6,mid,1,1,1,1,0,1,0,1,1
6075,10,senior,1,1,0,0,0,0,0,1,1
6076,0,junior,1,1,1,1,0,0,0,1,0
6077,3,mid,1,0,0,0,0,1,0,1,1
6078,2,junior,1,1,0,1,1,0,0,1,1
6079,6,mid,0,1,1,1,1,1,0,1,1
6080,6,mid,1,1,1,0,1,1,0,1,1
6081,9,senior,1,1,1,1,1,1,0,1,1
6082,4,mid,1,1,1,0,0,1,0,0,0
6083,2,junior,1,1,1,1,0,1,0,0,1
6084,10,senior,1,1,1,1,0,0,0,1,1
6085,7,senior,1,1,1,1,1,0,0,1,1
6086,8,senior,1,0,1,1,0,0,0,0,1
6087,4,mid,1,1,0,0,0,0,0,1,1
6088,4,mid,1,1,1,1,0,1,0,1,1
6089,4,mid,1,1,0,1,0,0,1,1,1
6090,8,senior,1,1,1,1,0,1,1,1,0
6091,2,junior,1,1,1,1,1,1,1,0,0
6092,10,senior,0,1,1,1,1,0,1,1,1
6093,1,junior,0,1,1,1,1,1,0,1,0
6094,5,mid,1,0,1,0,1,0,0,1,1
6095,3,mid,1,1,1,1,0,1,1,1,0
6096,7,senior,1,0,1,1,1,1,1,0,0
6097,7,senior,1,0,0,0,0,1,1,1,0
6098,10,senior,1,1,0,1,1,1,1,1,1
6099,8,senior,1,1,1,0,1,0,1,1,1
6100,2,junior,1,1,0,1,1,0,1,1,1
6101,2,junior,1,1,0,1,0,1,0,1,0
6102,9,senior,1,1,0,1,0,0,0,0,1
6103,5,mid,1,0,1,1,1,1,0,0,1
6104,1,junior,1,1,1,1,0,0,1,1,0
6105,9,senior,1,1,1,1,0,1,0,1,1
6106,7,senior,1,1,1,1,1,1,1,0,0
6107,0,junior,1,1,0,0,1,0,0,1,1
6108,8,senior,1,1,1,1,1,1,0,0,0
6109,6,mid,1,0,1,1,0,1,0,1,1
6110,6,mid,0,1,1,0,0,1,0,0,1
6111,9,senior,1,0,1,1,1,0,0,1,1
6112,5,mid,1,1,1,1,0,0,0,0,1
6113,5,mid,1,1,1,0,1,0,0,1,0
6114,6,mid,1,1,1,1,0,0,0,1,1
6115,2,junior,0,1,1,1,1,1,0,0,1
6116,1,junior,1,0,1,0,1,1,0,1,0
6117,9,senior,1,1,1,1,0,0,1,1,0
6118,2,junior,1,0,1,0,0,1,1,0,1
6119,5,mid,1,0,1,1,0,0,0,1,0
6120,2,junior,1,0,1,1,1,1,0,1,1
6121,2,junior,1,1,0,0,0,1,0,1,1
6122,6,mid,1,1,0,1,0,1,0,0,1
6123,8,senior,1,1,1,0,1,0,1,1,1
6124,4,mid,1,1,1,0,1,1,0,0,1
6125,1,junior,1,1,1,1,0,0,0,1,1
6126,2,junior,1,1,1,1,0,0,1,1,1
6127,1,junior,1,1,1,0,0,0,1,1,0
6128,9,senior,1,1,0,0,0,0,0,1,1
6129,3,mid,1,1,1,0,0,1,0,0,1
6130,4,mid,1,0,1,1,1,0,1,1,1
6131,0,junior,1,1,0,0,0,1,0,1,1
6132,4,mid,1,1,1,1,0,0,0,1,1
6133,10,senior,1,1,1,0,0,0,0,0,1
6134,4,mid,0,1,1,0,0,1,1,1,1
6135,7,senior,0,0,1,1,0,0,0,0,1
6136,2,junior,1,1,0,1,0,0,1,0,1
6137,1,junior,1,1,1,1,0,0,0,1,0
6138,8,senior,0,0,0,1,1,0,0,0,1
6139,0,junior,1,1,0,1,0,1,1,1,1
6140,4,mid,0,0,1,0,1,0,0,0,1
6141,3,mid,1,1,1,0,1,0,0,0,1
6142,0,junior,1,1,1,1,1,1,1,1,1
6143,5,mid,0,1,1,1,1,1,1,0,1
6144,10,senior,1,1,1,1,0,1,0,1,1
6145,0,junior,1,0,1,1,0,1,1,1,1
6146,8,senior,1,0,1,0,1,1,0,1,1
6147,5,mid,1,1,1,1,1,0,0,1,1
6148,7,senior,1,1,1,1,0,0,1,1,1
6149,1,junior,1,1,1,0,0,1,0,1,1
6150,9,senior,1,0,1,0,0,0,1,1,1
6151,0,junior,1,1,1,0,0,0,1,0,1
6152,9,senior,1,1,1,1,0,0,0,1,1
6153,7,senior,1,1,1,0,1,1,0,1,0
6154,3,mid,1,1,0,1,1,0,0,1,1
6155,0,junior,1,1,0,1,1,1,0,1,0
6156,6,mid,1,0,0,1,1,0,0,1,1
6157,0,junior,0,1,1,1,0,0,0,1,1
6158,6,mid,1,0,1,1,0,0,0,1,1
6159,8,senior,1,1,0,1,1,0,0,1,1
6160,2,junior,1,1,1,1,0,0,1,1,0
6161,2,junior,0,1,0,0,0,1,0,1,1
6162,2,junior,1,1,0,0,0,1,1,1,0
6163,2,junior,1,0,1,0,1,1,0,1,0
6164,1,junior,1,0,1,1,0,0,1,1,0
6165,2,junior,0,1,1,1,0,0,0,1,1
6166,7,senior,1,1,1,1,0,1,0,1,1
6167,3,mid,1,0,1,1,0,0,0,1,1
6168,8,senior,1,1,0,1,0,1,0,1,1
6169,9,senior,1,1,0,1,0,0,0,1,0
6170,8,senior,1,1,1,0,0,0,0,1,1
6171,5,mid,1,1,1,1,0,1,0,1,1
6172,3,mid,1,1,1,1,0,0,1,1,0
6173,10,senior,1,1,1,1,1,0,0,0,1
6174,2,junior,1,1,0,1,0,1,0,0,1
6175,5,mid,1,0,1,0,1,1,1,1,1
6176,4,mid,1,0,1,0,0,0,0,1,1
6177,8,senior,1,1,1,1,0,0,0,1,1
6178,6,mid,0,1,1,1,0,0,1,1,1
6179,8,senior,1,1,1,1,0,1,0,1,1
6180,10,senior,0,1,1,0,0,1,1,0,0
6181,4,mid,1,1,1,1,0,0,0,1,0
6182,9,senior,1,1,1,1,0,0,0,0,1
6183,1,junior,0,0,1,0,0,0,1,1,0
6184,10,senior,0,1,1,1,0,0,1,1,0
6185,1,junior,1,1,1,1,1,0,0,0,1
6186,9,senior,1,1,1,1,0,1,0,1,1
6187,4,mid,1,1,1,1,0,0,0,1,1
6188,10,senior,1,1,1,1,1,1,0,1,1
6189,1,junior,1,1,1,1,1,0,0,1,0
6190,5,mid,1,1,0,1,1,0,0,0,1
6191,9,senior,1,1,0,1,0,1,0,0,0
6192,0,junior,1,1,0,0,0,0,0,1,1
6193,2,junior,1,1,1,0,0,1,1,1,1
6194,0,junior,1,1,1,1,1,0,1,1,1
6195,3,mid,1,0,1,1,0,1,1,1,0
6196,4,mid,1,1,0,1,0,0,1,0,1
6197,6,mid,1,1,1,1,1,0,1,1,0
6198,2,junior,1,1,1,0,0,0,1,0,0
6199,1,junior,1,1,1,1,0,1,1,1,1
6200,1,junior,1,1,1,0,1,0,1,0,0
6201,10,senior,1,1,1,1,0,0,1,1,1
6202,10,senior,1,1,1,1,0,0,0,0,1
6203,2,junior,1,1,1,1,1,1,0,1,1
6204,2,junior,0,1,0,1,0,1,0,1,1
6205,0,junior,1,1,1,1,1,1,0,1,0
6206,10,senior,0,0,1,1,0,1,0,1,1
6207,7,senior,1,1,1,1,1,1,0,1,1
6208,8,senior,1,1,1,0,1,0,0,0,1
6209,3,mid,1,0,1,1,0,0,0,1,1
6210,7,senior,1,0,0,1,1,0,0,1,0
6211,0,junior,1,1,0,0,0,0,0,1,0
6212,7,senior,1,1,1,1,0,0,0,1,1
6213,6,mid,1,1,1,1,0,0,0,1,0
6214,3,mid,1,1,1,1,0,0,0,1,1
6215,7,senior,1,0,1,0,0,1,0,0,1
6216,7,senior,1,1,1,1,1,1,1,0,1
6217,4,mid,0,0,1,0,1,0,0,1,1
6218,2,junior,1,0,1,1,1,1,0,1,1
6219,0,junior,0,1,1,1,0,1,1,1,0
6220,10,senior,0,0,1,1,1,1,0,0,1
6221,3,mid,0,0,1,0,0,0,0,1,1
6222,3,mid,1,1,0,1,1,1,0,0,0
6223,7,senior,1,1,1,0,1,0,1,0,0
6224,2,junior,1,0,1,1,0,1,0,1,0
6225,4,mid,1,1,0,1,0,0,0,1,1
6226,7,senior,1,1,0,1,0,1,0,1,1
6227,6,mid,0,1,1,1,0,1,0,1,1
6228,7,senior,1,0,1,1,0,0,1,1,1
6229,0,junior,1,1,0,1,0,0,1,1,1
6230,4,mid,1,1,1,0,1,1,0,1,1
6231,5,mid,1,1,1,1,0,0,1,1,1
6232,6,mid,1,1,1,1,0,1,0,1,1
6233,1,junior,1,1,0,0,0,1,0,1,0
6234,1,junior,0,1,1,1,1,0,0,1,1
6235,8,senior,0,1,0,1,1,0,0,1,1
6236,7,senior,1,1,0,1,0,1,0,0,1
6237,8,senior,0,1,1,0,1,0,0,1,1
6238,2,junior,1,1,1,0,1,1,0,1,1
6239,10,senior,0,0,1,0,0,1,1,1,1
6240,3,mid,1,1,1,1,1,0,1,1,0
6241,7,senior,1,0,0,1,1,0,0,1,1
6242,1,junior,1,1,1,1,1,1,0,1,0
6243,10,senior,1,0,1,1,0,0,0,1,1
6244,3,mid,1,1,1,0,0,0,0,1,0
6245,8,senior,1,1,0,0,0,1,0,1,1
6246,3,mid,1,1,1,0,1,0,0,1,1
6247,8,senior,1,1,1,1,0,0,1,0,1
6248,4,mid,1,1,1,1,1,1,1,1,1
6249,0,junior,1,1,1,1,0,1,1,0,1
6250,2,junior,0,1,0,1,0,0,0,1,0
6251,7,senior,1,0,1,1,0,0,0,1,0
6252,2,junior,0,1,1,1,0,0,0,1,1
6253,3,mid,1,0,0,0,1,0,1,1,1
6254,5,mid,1,0,1,1,1,0,1,1,0
6255,2,junior,1,1,0,1,1,0,0,1,1
6256,1,junior,0,1,0,1,1,0,0,1,1
6257,6,mid,0,0,1,1,0,0,0,0,1
6258,7,senior,1,1,1,0,1,1,1,1,0
6259,8,senior,0,0,1,1,0,1,0,0,1
6260,10,senior,0,1,1,0,0,1,1,1,1
6261,1,junior,1,1,0,1,1,1,0,1,0
6262,4,mid,1,1,1,0,1,1,1,1,1
6263,2,junior,1,1,1,0,1,0,1,0,1
6264,9,senior,1,1,0,1,0,0,0,1,1
6265,5,mid,1,1,1,0,0,1,1,1,1
6266,1,junior,1,1,1,1,1,1,1,1,0
6267,7,senior,1,0,0,1,1,0,0,0,0
6268,0,junior,1,1,1,0,0,1,0,1,1
6269,3,mid,1,0,0,1,1,1,1,1,1
6270,7,senior,1,0,1,0,1,0,0,1,1
6271,5,mid,1,1,1,0,0,0,1,1,1
6272,8,senior,1,1,1,0,0,0,0,0,1
6273,6,mid,1,1,0,0,1,1,1,1,0
6274,9,senior,0,1,1,1,1,1,1,1,1
6275,6,mid,1,1,1,1,1,1,0,1,1
6276,0,junior,1,1,1,0,0,1,1,1,1
6277,0,junior,1,0,0,1,1,0,0,1,1
6278,8,senior,1,1,0,1,0,0,0,1,1
6279,0,junior,1,1,1,1,0,1,1,1,1
6280,4,mid,1,1,1,1,0,0,0,0,0
6281,0,junior,0,1,0,0,1,0,0,0,1
6282,3,mid,1,1,1,1,1,0,0,0,0
6283,6,mid,0,1,1,1,1,0,1,1,0
6284,1,junior,1,1,0,1,0,0,0,1,0
6285,5,mid,1,1,1,1,0,1,0,1,0
6286,10,senior,0,1,1,1,1,1,0,1,1
6287,0,junior,1,1,1,1,1,1,0,1,0
6288,0,junior,1,1,1,1,1,1,0,0,0
6289,2,junior,1,1,1,1,1,1,0,0,1
6290,9,senior,1,1,1,0,0,0,0,0,1
6291,4,mid,1,0,1,1,0,0,0,1,1
6292,7,senior,1,1,1,1,1,0,0,1,1
6293,0,junior,1,1,1,1,1,1,1,0,1
6294,8,senior,1,1,1,0,1,0,0,1,0
6295,0,junior,1,0,0,0,1,0,0,0,1
6296,7,senior,1,1,1,0,1,0,0,1,0
6297,1,junior,1,1,1,1,0,1,0,0,0
6298,9,senior,1,1,1,1,1,1,0,1,1
6299,3,mid,1,1,1,1,0,0,0,1,1
6300,2,junior,1,1,1,0,0,0,0,1,1
6301,3,mid,1,1,1,1,0,1,0,1,0
6302,0,junior,1,1,1,1,1,1,1,1,1
6303,1,junior,1,1,1,1,0,1,1,1,1
6304,6,mid,1,1,1,0,0,1,1,1,1
6305,3,mid,1,1,1,1,0,1,0,1,1
6306,3,mid,1,1,0,1,1,1,0,0,0
6307,8,senior,1,1,1,0,0,0,0,1,0
6308,1,junior,1,0,1,1,1,0,0,0,1
6309,4,mid,1,1,1,0,0,0,0,1,0
6310,2,junior,1,1,0,1,1,0,0,1,1
6311,5,mid,1,1,0,0,1,1,0,1,0
6312,3,mid,1,1,1,1,1,0,0,0,1
6313,0,junior,1,1,1,1,0,1,0,0,1
6314,0,junior,1,1,0,1,1,0,1,0,1
6315,9,senior,1,1,0,1,1,0,1,0,1
6316,0,junior,1,1,1,1,1,1,0,0,0
6317,8,senior,1,0,1,1,1,0,1,1,1
6318,10,senior,1,1,1,1,0,0,0,1,0
6319,5,mid,0,1,1,1,1,0,0,0,1
6320,3,mid,1,1,1,0,1,0,1,0,1
6321,8,senior,0,1,1,0,0,1,0,1,0
6322,10,senior,0,1,1,0,0,1,0,1,1
6323,1,junior,1,1,1,1,0,0,0,1,1
6324,10,senior,0,1,1,0,0,0,0,0,1
6325,10,senior,1,1,0,0,0,1,0,1,0
6326,1,junior,1,1,1,0,0,0,1,1,0
6327,0,junior,0,0,1,1,1,0,1,1,0
6328,7,senior,1,0,1,1,0,0,0,1,0
6329,0,junior,1,1,1,1,0,0,1,1,1
6330,6,mid,0,1,1,1,0,0,1,1,0
6331,0,junior,1,1,1,0,1,0,0,0,1
6332,7,senior,1,0,1,1,0,0,0,1,1
